open_time,open,high,low,close,volume,macd,signal,hist
2024-07-13,57889.09,59850.0,57756.63,59204.02,15357.74519,-1860.9700319794574,-2038.2678517763534,177.29781979689596
2024-07-14,59204.01,61420.69,59194.01,60797.91,21178.33907,-1547.0447339990787,-1940.0232282208985,392.9784942218198
2024-07-15,60797.91,64900.0,60632.3,64724.14,38690.9782,-970.2581930287124,-1746.0702211824614,775.812028153749
2024-07-16,64724.06,65388.97,62373.24,65043.99,42530.52915,-481.7877328037357,-1493.2137235067164,1011.4259907029807
2024-07-17,65044.0,66128.63,63854.0,64087.99,29567.52954,-169.8546060428198,-1228.5419000139373,1058.6872939711175
2024-07-18,64087.99,65133.3,63238.48,63987.92,22568.7225,68.49031784157705,-969.1354564428344,1037.6257742844114
2024-07-19,63987.92,67386.0,63300.67,66660.0,35634.72739,467.6046562941192,-681.7874338954437,1149.3920901895629
2024-07-20,66660.01,67598.0,66222.46,67139.96,14386.92434,813.2596547251014,-382.7780161713346,1196.037670896436
2024-07-21,67139.97,68366.66,65777.0,68165.34,21819.11191,1156.600754296669,-74.9022620777339,1231.503016374403
2024-07-22,68165.35,68474.55,66559.97,67532.01,21451.04303,1361.8975046242922,212.45769126267135,1149.439813361621
2024-07-23,67532.0,67750.98,65441.08,65936.01,31406.15316,1379.9060981331204,445.94737263676114,933.9587254963592
2024-07-24,65936.0,67102.01,65111.0,65376.0,23082.56277,1333.6168070288331,623.4812595151756,710.1355475136576
2024-07-25,65376.01,66175.49,63456.7,65799.95,35126.42934,1315.971729302917,761.9793534727239,553.9923758301932
2024-07-26,65799.95,68200.0,65722.63,67907.99,24244.36023,1455.3131444258834,900.6461116633559,554.6670327625275
2024-07-27,67908.0,69399.99,66650.0,67896.5,31710.21921,1546.982422434754,1029.9133738176356,517.0690486171184
2024-07-28,67896.49,68318.43,67066.66,68249.88,10868.69394,1629.3635100777683,1149.8034010696622,479.5601090081061
2024-07-29,68249.88,70079.99,66428.0,66784.69,36467.29633,1558.4575985721167,1231.534240570153,326.9233580019636
2024-07-30,66784.68,67000.0,65302.67,66188.0,23132.25441,1437.5451311694342,1272.7364186900095,164.80871247942468
2024-07-31,66188.0,66849.24,64530.0,64628.0,22625.43905,1201.986415897598,1258.5864181315274,-56.600002233929445
2024-08-01,64628.01,65659.78,62302.0,65354.02,35542.26854,1061.6501413581645,1219.1991627768548,-157.54902141869024
2024-08-02,65354.02,65596.14,61230.01,61498.33,38820.42937,632.0250813473976,1101.7643464909634,-469.7392651435657
2024-08-03,61498.34,62198.22,59850.0,60697.99,28034.71567,224.3768995002465,926.28685709282,-701.9099575925735
2024-08-04,60697.99,61117.63,57122.77,58161.0,31616.52003,-299.9435495196012,681.0407757703358,-980.984325289937
2024-08-05,58161.0,58305.59,49000.0,54018.81,162065.59186,-1037.748875110432,337.2828455941822,-1375.0317207046141
2024-08-06,54018.82,57040.99,53950.0,56022.01,55884.77676,-1444.1758524239267,-19.008894009439587,-1425.166958414487
2024-08-07,56022.0,57736.05,54558.62,55134.16,44269.37684,-1816.9693434538858,-378.6009838983289,-1438.368359555557
2024-08-08,55133.76,62745.14,54730.0,61685.99,48349.52949,-1565.684707155946,-616.0177285498523,-949.6669786060936
2024-08-09,61686.0,61744.37,59535.0,60837.99,30972.48017,-1418.6134427384022,-776.5368713875623,-642.0765713508399
2024-08-10,60837.99,61470.58,60242.0,60923.51,9995.20621,-1280.3980254000053,-877.3091021900509,-403.0889232099544
2024-08-11,60923.51,61858.0,58286.73,58712.59,19189.84512,-1333.8878491331707,-968.6248515786749,-365.26299755449577
2024-08-12,58712.59,60711.09,57642.21,59346.64,37009.91743,-1310.0153423812808,-1036.9029497391962,-273.1123926420846
2024-08-13,59346.64,61578.1,58392.88,60587.15,27858.95851,-1177.4247990015283,-1065.0073195916625,-112.41747940986579
2024-08-14,60587.16,61800.0,58433.18,58683.39,28422.76326,-1211.992267305126,-1094.4043091343553,-117.58795817077066
2024-08-15,58683.39,59849.38,56078.54,57541.06,37686.17622,-1316.389203813007,-1138.8012880700858,-177.58791574292127
2024-08-16,57541.05,59817.76,57098.62,58874.6,27610.84344,-1276.800829808497,-1166.401196417768,-110.39963339072892
2024-08-17,58874.59,59700.0,58785.05,59491.99,7721.72931,-1181.9833763313509,-1169.5176324004847,-12.46574393086621
2024-08-18,59491.99,60284.99,58408.92,58427.35,13634.85717,-1179.154848663151,-1171.445075653018,-7.709773010132949
2024-08-19,58427.35,59617.63,57787.3,59438.5,22809.31251,-1082.8395651776664,-1153.7239735579478,70.88440838028146
2024-08-20,59438.5,61400.0,58548.23,59013.8,31477.44548,-1028.9180232425642,-1128.7627834948712,99.84476025230697
2024-08-21,59013.8,61820.93,58783.47,61156.03,27983.6422,-804.0560969601574,-1063.8214461879284,259.7653492277709
2024-08-22,61156.03,61400.0,59724.87,60375.84,21241.20588,-680.956569565562,-987.248470863455,306.2919012978931
2024-08-23,60375.83,64955.0,60342.14,64037.24,38118.07089,-284.67338919013855,-846.7334545287918,562.0600653386532
2024-08-24,64037.24,64494.5,63531.0,64157.01,15857.15616,38.60332921443478,-669.6660977801464,708.2694269945812
2024-08-25,64157.02,65000.0,63773.27,64220.0,12305.47977,296.4677287711238,-476.4393324698924,772.9070612410162
2024-08-26,64219.99,64481.0,62800.0,62834.0,19470.05276,384.55558906458464,-304.240348162997,688.7959372275816
2024-08-27,62834.0,63212.0,58034.01,59415.0,35135.94178,176.4471538065918,-208.10284776907926,384.5500015756711
2024-08-28,59415.0,60234.98,57860.0,59034.9,36868.54275,-18.93292685202323,-170.26886358566807,151.33593673364484
2024-08-29,59034.9,61166.99,58713.09,59359.01,27020.90743,-145.93779999650724,-165.40265086783592,19.46485087132868
2024-08-30,59359.0,59944.07,57701.1,59123.99,28519.32195,-262.5279678447914,-184.82771426322702,-77.7002535815644
2024-08-31,59123.99,59462.38,58744.0,58973.99,8798.409,-362.8475811977769,-220.431687650137,-142.41589354763988
2024-09-01,58974.0,59076.59,57201.0,57301.86,20705.15741,-570.6998414464324,-290.4853184093961,-280.2145230370363
2024-09-02,57301.77,59425.69,57128.0,59132.13,22895.01461,-581.03890755069,-348.5960362376549,-232.44287131303514
2024-09-03,59132.12,59809.65,57415.0,57487.73,22828.18447,-713.6949974323652,-421.615828476597,-292.0791689557682
2024-09-04,57487.74,58519.0,55606.0,57970.9,35560.82146,-770.951079277751,-491.4828786368278,-279.46820064092316
2024-09-05,57970.9,58327.07,55643.65,56180.0,27806.91413,-949.8878832389237,-583.163879557247,-366.72400368167666
2024-09-06,56180.0,57008.0,52550.0,53962.97,54447.76826,-1256.1126967898308,-717.7536430037638,-538.359053786067
2024-09-07,53962.97,54850.0,53745.54,54160.86,16694.04774,-1465.9316510329663,-867.3892446096042,-598.5424064233621
2024-09-08,54160.86,55318.0,53629.01,54869.95,16274.14779,-1557.048362750138,-1005.3210682377111,-551.727294512427
2024-09-09,54869.95,58088.0,54591.96,57042.0,32384.51737,-1437.4230130955038,-1091.7414572092698,-345.68155588623404
2024-09-10,57042.01,58044.36,56386.4,57635.99,23626.78126,-1279.934741849327,-1129.3801141372815,-150.55462771204566
2024-09-11,57635.99,57981.71,55545.19,57338.0,33026.56757,-1165.731626293491,-1136.6504165685233,-29.08120972496772
2024-09-12,57338.0,58588.0,57324.0,58132.32,31074.40631,-999.6070015555306,-1109.2417335659247,109.63473201039415
2024-09-13,58132.31,60625.0,57632.62,60498.0,29825.23333,-669.3456345778613,-1021.2625137683121,351.9168791904508
2024-09-14,60497.99,60610.45,59400.0,59993.03,12137.90901,-443.2484879762269,-905.6597086098951,462.4112206336682
2024-09-15,59993.02,60395.8,58691.05,59132.0,13757.92361,-329.7417379267936,-790.476114473275,460.73437654648137
2024-09-16,59132.0,59210.7,57493.3,58213.99,26477.5642,-310.28577435043553,-694.438046448707,384.1522720982715
2024-09-17,58213.99,61320.0,57610.01,60313.99,33116.25878,-123.9851103022811,-580.3474592194219,456.3623489171408
2024-09-18,60313.99,61786.24,59174.8,61759.99,36087.02469,138.7403115052657,-436.5299050744844,575.2702165797501
2024-09-19,61759.98,63850.0,61555.0,62947.99,34332.52608,437.76746179317706,-261.6704317009521,699.4378934941292
2024-09-20,62948.0,64133.32,62350.0,63201.05,25466.37794,687.2463121692417,-71.88708292691334,759.133395096155
2024-09-21,63201.05,63559.9,62758.0,63348.96,8375.34608,886.6741714420132,119.82516794687197,766.8490034951412
2024-09-22,63348.97,64000.0,62357.93,63578.76,14242.19892,1051.1481447019687,306.08976329789135,745.0583814040774
2024-09-23,63578.76,64745.88,62538.75,63339.99,24078.05287,1148.9834440400882,474.66849944633077,674.3149445937574
